Type de terminal;Lieu;Service;Indicateur;Usage;Bouygues Telecom;Bouygues Telecom Precision statistique;Free Mobile;Free Mobile Precision statistique;Orange;Orange Precision statistique;SFR;SFR Precision statistique;Moyenne;Moyenne Precision statistique
2G/3G;Lieux de vie / Toutes zones;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'exterieur des batiments;0.845845845846;0.015833668789600002;0.902902902903;0.0129832068712;0.898898898899;0.0132187897924;0.826826826827;0.0165922742099;0.868618618619;0.00740644518084
2G/3G/4G;Lieux de vie / Zone dense;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur et a l'exterieur;0.973529411765;0.00853184489815;0.773529411765;0.0222449245452;0.988235294117999;0.00573069552133;0.969117647058999;0.00919454111425;0.926102941176;0.00695184099048
2G/3G;Lieux de vie / Zone rurale;Envoi de fichier;Debit moyen;A l'interieur et a l'exterieur;0.858861747851;;0.841359312321;;0.873919484241;;0.682656097561;;814.199160493;
2G/3G/4G;Transports / TGV;Chargement de page web;Taux de pages web chargées en moins de 10s;En train;0.451863200935999;0.0103350821749;0.341400408389999;0.00984710828811;0.670506264938;0.00976092482289;0.483920179689;0.0103779427934;0.486922513488;0.00518988074236
2G/3G/4G;Lieux de vie / Zone dense;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur des batiments;0.898038049941;0.0102257345181;0.657550535077;0.0160358096178;0.926575505351;0.00881432314799;0.871284185493;0.0113168080083;0.838362068966;0.00621993052746
2G/3G;Lieux de vie / Zone dense;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'exterieur des batiments;0.954464285714;0.00704924087225;0.82619047619;0.0128133683084;0.945238095238;0.00769301029555;0.900892857142999;0.0101035846052;0.906696428571;0.00491741117024
2G/3G/4G;Lieux de vie / Zone dense;SMS;Taux de SMS recus en moins de 10s;A l'interieur des batiments;0.9500000000000001;0.0231666596135;0.958823529412;0.023801366084300002;0.961764705882;0.0203837107653;0.976470588235;0.0161120845098;0.961764705882;0.0101918553826
2G/3G;Lieux de vie / Zone intermediaire;Envoi de fichier;Debit moyen;A l'exterieur des batiments;1.799746129029999;;1.14877032258;;1.80815935484;;1.33627774194;;1523.2383871;
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;En voiture;0.958199356913;0.0222430990609;0.971061093247999;0.0186311736654;0.980707395498;0.015287660609200001;0.977491961414999;0.0164854687191;0.971864951768;0.00918909356112
2G/3G;Lieux de vie / Zone intermediaire;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'exterieur des batiments;0.670454545454999;0.0166005717362;0.608116883117;0.0172406057347;0.652922077922;0.016812213035100002;0.596753246753;0.0173246132393;0.632061688311999;0.00851565300409
2G/3G/4G;Lieux de vie / Toutes zones;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur et a l'exterieur;0.792220257641;0.00565250935057;0.690193502753;0.0064423959062000005;0.871324643831;0.00466502960565;0.817832591993999;0.00537754758971;0.792892749055;0.00282287466191
2G/3G/4G;Lieux de vie / Zone dense;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'interieur des batiments;0.932352941176;0.0188762728842;0.905882352941;0.0219468929537;0.976470588235;0.0113929642159;0.944117647059;0.017264420869700002;0.939705882353;0.00894550914591
2G/3G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;En voiture;0.913183279743;0.0312936729844;0.887459807074;0.0351240066757;0.9549839228299991;0.023043992771;0.938709677419;0.0267015717089;0.923584171765999;0.014768976860100001
2G/3G/4G;Lieux de vie / Toutes zones;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'exterieur des batiments;0.7457457457459991;0.0270058083714;0.506012024047999;0.031007466459999;0.873873873874;0.0205899163099;0.732732732733;0.0274456397289;0.7145910941;0.014004262398
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur des batiments;0.877492877493;0.0343008579288;0.928774928775;0.0269075527922;0.923076923077;0.0278772406308;0.900284900285;0.0313453382093;0.907407407407;0.015162185296
2G/3G;Lieux de vie / Zone intermediaire;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur des batiments;0.57740993184;0.0174426308666;0.55047062642;0.0175653308592;0.59623498864;0.017325400879300002;0.528075300227;0.017627653437;0.563047711782;0.00875729207144
2G/3G/4G;Lieux de vie / Toutes zones;SMS;Taux de SMS recus en moins de 30s;A l'exterieur des batiments;0.945219123506;0.0140756984152;0.967131474104;0.011028643211;0.971115537849;0.0103599297129;0.96812749004;0.0108658479569;0.962898406375;0.00584582399277
2G/3G/4G;Lieux de vie / Zone intermediaire;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'exterieur des batiments;0.876987990912;0.0115979384922;0.785459266472;0.0144952909387;0.960402466732;0.00688606189151;0.901655306719;0.0105149196614;0.881126257709;0.00571402670544
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur des batiments;0.955128205128;0.0229718689582;0.990384615385;0.0108283939465;0.990384615385;0.0108283939465;0.974358974359;0.0175390459396;0.977564102564;0.00821661852504
2G/3G/4G;Lieux de vie / Zone rurale;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur et a l'exterieur;0.591691995947;0.0115922798585;0.510638297872;0.0117895911421;0.714575191779;0.010651159531;0.661835048558;0.011157483192800001;0.619685133539;0.00572472009965
2G/3G/4G;Lieux de vie / Zone dense;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'exterieur des batiments;0.929411764706;0.027226189185600002;0.664705882353;0.0501815811317;0.973529411765;0.0170636897963;0.876470588235;0.034976026799;0.861029411765;0.0183847216294
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'interieur des batiments;0.843304843305;0.0380296735087;0.831908831909;0.0391212594866;0.903133903134;0.0309431474118;0.837606837606999;0.0385839325493;0.853988603989;0.0184710647933
2G/3G;Lieux de vie / Zone intermediaire;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'exterieur des batiments;0.896774193548;0.0239494707136;0.809677419355;0.0309002077519;0.9806451612899991;0.0108445353751;0.864516129032;0.0269395647647;0.887903225806;0.0124167976981
2G/3G/4G;Lieux de vie / Zone dense;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'interieur et a l'exterieur;0.955882352941;0.0109142779635;0.936764705882;0.0129354531816;0.982352941176;0.00699771996248;0.958823529412;0.010560403636900001;0.9584558823529991;0.00530270484948
2G/3G/4G;Lieux de vie / Toutes zones;SMS;Taux de SMS recus en moins de 10s;A l'interieur et a l'exterieur;0.895812562313;0.0133692443182;0.917289486796;0.012050802001;0.936223218733999;0.010690632178900001;0.899850523168999;0.0131338458377;0.912296000997;0.00618809572864
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;En voiture;0.887562189055;0.0195311865273;0.876616915423;0.020333202015999002;0.932338308458;0.0155285616474;0.910358565737;0.0176705413536;0.901718994668;0.00920380635095
2G/3G;Lieux de vie / Zone rurale;Telechargement de fichier;Debit moyen;A l'interieur et a l'exterieur;3.03585644699;;2.190147851;;4.13139355301;;2.72026470588;;3019.41563922;
2G/3G/4G;Lieux de vie / Zone dense;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'exterieur des batiments;0.944117647059;0.0244155781405;0.697058823529;0.0488461660118;0.988235294117999;0.011461391042700001;0.891176470588;0.033102429711999004;0.880147058824;0.0172618995961
2G/3G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'exterieur des batiments;0.748387096774;0.0483064168168;0.503225806452;0.0556591013621;0.932258064516;0.0279751290972;0.670967741935;0.0523052502122;0.713709677418999;0.025159925771500002
2G/3G;Lieux de vie / Zone dense;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'exterieur des batiments;0.994117647059;0.00812851186062;0.988235294117999;0.011461391042700001;0.997058823529;0.00575622213106;0.985294117647;0.012795141748;0.991176470588;0.00497030772534
2G/3G/4G;Lieux de vie / Zone dense;SMS;Taux de SMS recus en moins de 30s;A l'interieur et a l'exterieur;0.969117647058999;0.013003044743600001;0.985294117647;0.00904753149624;0.985294117647;0.00904753149624;0.998529411765;0.00288023278426;0.984558823528999;0.00463375051006
2G/3G;Lieux de vie / Toutes zones;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'interieur et a l'exterieur;0.612112112112;0.0213661820906;0.411205602801;0.0215759375039;0.764764764765;0.0185983086842;0.581872809214;0.021628508238400002;0.592488822223;0.0107730376417
2G/3G/4G;Lieux de vie / Zone dense;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur et a l'exterieur;0.927941176470999;0.0194359342822;0.630882352941;0.0362708897396;0.975;0.0117347523095;0.875;0.0248576831536;0.852205882353;0.0133374393535
2G/3G/4G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur et a l'exterieur;0.756451612903;0.0337865176831;0.541935483871;0.0392190749468;0.93064516129;0.019998189136200002;0.729032258064999;0.0349858472275;0.739516129032;0.0172740620298
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur, a l'exterieur et en voiture;0.972741849278;0.010437518553;0.987172634955;0.00721299360249;0.991448423303;0.00590212532101;0.985569214324;0.00764431929646;0.984233030465;0.0039924855442
2G/3G/4G;Transports / Autoroutes;SMS;Taux de SMS recus en moins de 10s;En voiture;0.793227111418999;0.022015571679900002;0.750921505742;0.023509845884800002;0.886878388013;0.017218258503700002;0.878737037564;0.0177450794415;0.827441010685;0.010270503024700001
2G/3G/4G;Lieux de vie / Zone intermediaire;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur et a l'exterieur;0.760837798344;0.0106543887882;0.62676628228;0.0120803488819;0.871062033128;0.00837049575154;0.751867489445;0.0107881932431;0.752633400799;0.00538850768418
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur, a l'exterieur et en voiture;0.897678825201;0.018270979365;0.938891520606;0.0144403268907;0.938833570413;0.0144535650969;0.909004739336;0.0173466882178;0.92110272689;0.00812786264206
2G/3G;Lieux de vie / Zone dense;Telechargement de fichier;Debit moyen;A l'interieur des batiments;8.76373117647;;2.95495205882;;9.86902088235;;7.48244705882;;7267.53779412;
2G/3G;Lieux de vie / Zone dense;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur et a l'exterieur;0.929634037489;0.00611426336952;0.794108896162;0.00966641950814;0.937518595655999;0.00578591639314;0.876971139542;0.00785241002158;0.884558167212;0.00381963290987
2G/3G/4G;Lieux de vie / Zone intermediaire;Envoi de fichier;Debit moyen;A l'interieur et a l'exterieur;6.09240532258;;3.94105177419;;8.59564774194;;4.82435419355;;5863.36475806;
2G/3G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur et a l'exterieur;0.703225806452;0.0359600836445;0.491935483871;0.0393526274093;0.893548387097;0.024277020622800002;0.625806451613;0.0380915278327;0.678629032258;0.018380180364700002
2G/3G/4G;Lieux de vie / Zone rurale;Telechargement de fichier;Debit moyen;A l'interieur des batiments;4.63077879656;;2.67718424069;;7.78757335244;;4.45418534483;;4887.43043363;
2G/3G/4G;Lieux de vie / Zone rurale;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'exterieur des batiments;0.461318051576;0.0523197185303;0.247126436782;0.0452709481648;0.650429799427;0.050045655288;0.498567335244;0.052476780733500004;0.464360405757;0.0261717579309
2G/3G/4G;Lieux de vie / Zone intermediaire;SMS;Taux de SMS recus en moins de 10s;A l'interieur des batiments;0.897435897435999;0.0336649663854;0.913461538462;0.031198124899900002;0.951923076922999;0.0237382136626;0.897435897435999;0.0336649663854;0.915064102564;0.0154675018959
2G/3G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur des batiments;0.834757834758;0.038854668107700004;0.900284900285;0.0313453382093;0.860398860398999;0.0362574208977;0.840455840456;0.0383089649487;0.858974358974;0.018205879281
2G/3G;Lieux de vie / Zone dense;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur des batiments;0.844117647058999;0.0385581846658;0.473529411764999;0.053073429196;0.911764705882;0.030149434457800002;0.776470588235;0.0442839605664;0.751470588235;0.0229684404026
2G/3G;Lieux de vie / Zone intermediaire;Telechargement de fichier;Debit moyen;A l'interieur et a l'exterieur;7.6237572580599995;;3.24643096774;;9.73569387097;;5.9769416129;;6645.70592742;
2G/3G/4G;Lieux de vie / Toutes zones;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur des batiments;0.655384926247999;0.00936440074326;0.523241713824;0.00984158247376;0.741942002626999;0.00862200502983;0.666093465507;0.00929275906485;0.646665527051;0.0047094207877000005
2G/3G/4G;Lieux de vie / Toutes zones;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur et a l'exterieur;0.699199199199;0.0201118783076;0.470205307962;0.0218882097835;0.833833833834;0.0163238927921;0.695543314972;0.0201807603447;0.674695413992;0.0102726301834
2G/3G/4G;Lieux de vie / Toutes zones;SMS;Taux de SMS recus en moins de 10s;A l'exterieur des batiments;0.925298804781;0.0162627501872;0.923306772908;0.0164604131563;0.952191235059999;0.0131979070978;0.923306772908;0.0164604131563;0.931025896414;0.00783760067169
2G/3G;Lieux de vie / Zone intermediaire;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur et a l'exterieur;0.806362603473;0.00986711690178;0.770978737218;0.0104927559038;0.90521019315;0.00731452290083;0.760753124493;0.0106530870717;0.810826164584;0.00488984263735
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;En voiture;0.847457627119;0.0374549037683;0.887005649718;0.0329796466345;0.884180790959999;0.033336137245500004;0.844192634561;0.037834107200900004;0.865709175589;0.017765892574
2G/3G/4G;Lieux de vie / Zone dense;SMS;Taux de SMS recus en moins de 30s;A l'exterieur des batiments;0.970588235294;0.0179595175409;0.985294117647;0.012795141748;0.988235294117999;0.011461391042700001;0.997058823529;0.00575622213106;0.985294117647;0.00639757087399
2G/3G/4G;Transports / Autres grandes lignes;Chargement de page web;Taux de pages web chargées en moins de 5s;En train;0.499390634939;0.00825074239305;0.25246674622299903;0.00716870478034;0.529894080902;0.00823598865539;0.439705832303;0.00819053951372;0.430364323592;0.00408516941621
2G/3G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur, a l'exterieur et en voiture;0.87730933207;0.0197788354611;0.928469919468999;0.0155362733492;0.914258645192;0.0168790611412;0.87730933207;0.0197788354611;0.8993368072000001;0.00906953699532
2G/3G;Lieux de vie / Zone dense;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur et a l'exterieur;0.948529411764999;0.0117433386196;0.775;0.0221936497277;0.983823529412;0.0067048197346000005;0.9500000000000001;0.0115833298067;0.914338235293999;0.00743709913567
2G/3G/4G;Lieux de vie / Zone dense;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur et a l'exterieur;0.955700906794;0.00491704037896;0.808532778356;0.00940245775342;0.971606957039;0.00396914198827;0.947227590308;0.00534288700991;0.920767058124;0.00322732824747
2G/3G/4G;Lieux de vie / Zone dense;Envoi de fichier;Debit moyen;A l'interieur des batiments;8.42682735294;;4.72397029412;;10.99146;;6.47545676471;;7654.42860294;
2G/3G/4G;Lieux de vie / Zone rurale;Envoi de fichier;Debit moyen;A l'interieur et a l'exterieur;1.82121876791;;1.07117679083;;2.21489169054;;1.76280373027;;1717.52274489;
2G/3G;Lieux de vie / Zone dense;Telechargement de fichier;Debit moyen;A l'interieur et a l'exterieur;9.27357058824;;3.20569617647;;10.4060541176;;8.10362617647;;7747.23676471;
2G/3G/4G;Lieux de vie / Zone dense;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur des batiments;0.970588235294;0.0179595175409;0.979411764706;0.015094155943900001;0.988235294117999;0.011461391042700001;0.994117647059;0.00812851186062;0.983088235294;0.0068529463278
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'interieur, a l'exterieur et en voiture;0.912653603453999;0.0100833320854;0.896379940219;0.0108842014514;0.937894387247;0.00861927984926;0.911642584287999;0.010137584750100001;0.914642419049;0.00498957247249
2G/3G/4G;Transports / Trains du Quotidien;Chargement de page web;Taux de pages web chargées en moins de 5s;En train;0.603427824483;0.00658983524714;0.319560486682999;0.00628162593002;0.686529933872;0.00624925933762;0.563455542962999;0.00668105178444;0.543243447;0.0033551382249000002
2G/3G/4G;Lieux de vie / Zone rurale;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur et a l'exterieur;0.42147922999;0.0116459421925;0.356057316543999;0.011293033775;0.529599073672;0.0117715799292;0.476880707349;0.0117796478726;0.446004081889;0.00586164842986
2G/3G/4G;Lieux de vie / Toutes zones;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'exterieur des batiments;0.866866866867;0.0148962724776;0.884884884885;0.0139948385897;0.914914914915;0.012234195098700001;0.880880880881;0.0142039016971;0.886886886887;0.00694414735819
2G/3G/4G;Lieux de vie / Zone rurale;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'interieur et a l'exterieur;0.386819484241;0.0361436750734;0.238163558105999;0.0316120377471;0.575931232092;0.0366764611632;0.45050215208;0.0369245659028;0.41285410663;0.0182694422103
2G/3G;Lieux de vie / Zone dense;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'exterieur des batiments;0.979411764706;0.0106731800242;0.947058823529;0.0168301073597;0.973529411765;0.012065850767;0.917647058824;0.020662316546200002;0.954411764706;0.00783909453732
2G/3G;Lieux de vie / Toutes zones;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'exterieur des batiments;0.844844844845;0.0158755914334;0.724724724724999;0.019585220761;0.928928928929;0.0112666811451;0.8498498498499991;0.0156636263928;0.837087087087;0.00809638980857
2G/3G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'interieur des batiments;0.616129032258;0.0541381853875;0.451612903226;0.0553990106802;0.829032258065;0.0419100353424;0.538709677419;0.055493202032200005;0.608870967742;0.0271623842564
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur des batiments;0.936191425723;0.015126116986900001;0.965104685941999;0.011357333341400001;0.966101694915;0.0111996904389;0.957128614158;0.0125364483619;0.956131605184;0.00633738830385
2G/3G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'exterieur des batiments;0.926136363635999;0.0273235767997;0.957386363635999;0.021100981469800002;0.957386363635999;0.021100981469800002;0.923295454545;0.0278013342179;0.941051136364;0.0123026614898
2G/3G;Lieux de vie / Toutes zones;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur et a l'exterieur;0.795295295295;0.0125111900881;0.684684684685;0.014407490549600001;0.896896896897;0.009429260473;0.814221331998;0.0120597877514;0.797774552219;0.00622728153359
2G/3G/4G;Lieux de vie / Zone rurale;SMS;Taux de SMS recus en moins de 30s;A l'interieur et a l'exterieur;0.849002849002999;0.0264866154165;0.935988620199;0.0180943208719;0.921763869132;0.019851436163100002;0.900426742532;0.0221347162404;0.901814300961;0.0110003961604
2G/3G;Lieux de vie / Zone dense;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur des batiments;0.718619869126;0.0152003483496;0.559785841761;0.0167803175424;0.657941701368;0.0160361824665;0.640987507436;0.0162157402856;0.644333729923;0.00809103341332
